접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품_x,수리비용,수리비용청구여부,제조년,접수년,수리부품_y,부품공급업체,Q.C담당
SL28400,2022-08-26,2021-11-20,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28401,2021-05-13,2021-04-17,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL28402,2023-04-14,2022-06-13,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, C코닝 , 김민지 
SL28403,2023-02-22,2022-10-12,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, B사출 , 김민지 
SL28404,2021-06-25,2020-08-25,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2020,2021,액정 Ass'y, C코닝 , 김민지 
SL28405,2022-04-11,2021-01-25,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 김민지 
SL28406,2021-05-22,2021-01-26,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL28407,2021-12-03,2021-11-13,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL28408,2021-06-30,2021-04-26,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, A케이블 , 이수현 
SL28409,2022-08-19,2022-07-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL28410,2022-01-12,2021-12-13,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2022,SMPS Pcb Board, B텍 , 김민지 
SL28411,2021-09-19,2020-10-06,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2020,2021,액정 Ass'y, A액정 , 이수현 
SL28412,2023-01-05,2022-06-03,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, C테크놀러지 , 이수현 
SL28413,2022-11-24,2021-10-29,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL28414,2021-12-17,2021-07-31,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, C커버 , 이수현 
SL28415,2022-01-21,2022-01-11,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL28416,2023-05-22,2022-04-04,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023,MAIN Pcb Board, B텍 , 이수현 
SL28417,2022-04-03,2022-03-18,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL28418,2023-02-11,2022-11-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, A케이스 , 이수현 
SL28419,2022-04-17,2022-04-10,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL28420,2021-08-13,2021-04-28,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 이수현 
SL28421,2021-11-21,2021-09-16,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, C코닝 , 이수현 
SL28422,2022-01-02,2021-12-14,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 김민지 
SL28423,2022-09-29,2021-11-20,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, B텍 , 김민지 
SL28424,2022-08-03,2022-08-01,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL28425,2022-09-19,2021-07-31,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, A액정 , 이수현 
SL28426,2022-11-01,2021-08-24,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL28427,2022-04-29,2021-02-27,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 이수현 
SL28428,2023-04-30,2022-04-20,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023,MAIN Pcb Board, B텍 , 이수현 
SL28429,2022-12-08,2021-12-11,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 이수현 
SL28430,2022-11-07,2021-12-21,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2022,컨넥터 Ass'y, A케이블 , 김민지 
SL28431,2022-02-02,2022-01-16,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, C테크놀러지 , 김민지 
SL28432,2022-05-07,2021-11-24,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL28433,2023-01-08,2022-07-27,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, B패널 , 이수현 
SL28434,2022-01-27,2021-09-27,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL28435,2022-08-18,2022-06-29,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 김민지 
SL28436,2023-02-24,2023-02-05,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 김민지 
SL28437,2023-02-14,2023-02-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 이수현 
SL28438,2022-11-24,2021-10-25,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL28439,2022-07-07,2022-03-23,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 김민지 
SL28440,2021-12-28,2021-12-07,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 이수현 
SL28441,2022-08-26,2022-08-19,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL28442,2022-01-21,2022-01-15,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL28443,2022-01-13,2021-03-26,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2022,Fuse, A상사 , 김민지 
SL28444,2023-04-02,2023-02-13,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL28445,2022-05-25,2021-04-23,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, C커버 , 이수현 
SL28446,2022-01-08,2021-12-25,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2022,케이스, C커버 , 김민지 
SL28447,2022-06-26,2022-03-23,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL28448,2021-09-28,2021-09-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL28449,2022-07-02,2021-04-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, C커버 , 이수현 
SL28450,2022-04-29,2021-09-13,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, A액정 , 김민지 
SL28451,2023-02-21,2021-12-14,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2023,액정 Ass'y, B패널 , 김민지 
SL28452,2021-09-24,2020-12-05,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2020,2021,스위치 PCB Board Ass'y, A테크 , 김민지 
SL28453,2021-08-21,2020-07-05,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 이수현 
SL28454,2022-12-07,2022-08-17,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, A액정 , 김민지 
SL28455,2022-01-04,2021-06-07,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL28456,2022-08-15,2022-01-28,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, A케이블 , 김민지 
SL28457,2021-07-02,2021-03-17,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, B통신 , 김민지 
SL28458,2022-03-20,2021-03-05,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 김민지 
SL28459,2023-05-09,2023-05-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 김민지 
SL28460,2021-06-25,2021-06-12,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL28461,2022-08-31,2022-08-11,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, C파워 , 이수현 
SL28462,2021-08-11,2021-08-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL28463,2022-04-23,2021-12-11,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL28464,2022-02-13,2022-01-30,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL28465,2022-01-05,2021-08-08,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL28466,2022-01-17,2021-12-22,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 김민지 
SL28467,2021-09-12,2020-09-18,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL28468,2022-02-06,2021-01-10,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, C커버 , 이수현 
SL28469,2022-10-01,2022-04-12,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2022,Battery, B전지 , 이수현 
SL28470,2023-01-17,2022-01-19,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, B텍 , 이수현 
SL28471,2022-04-26,2021-02-21,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2022,Fuse, A상사 , 이수현 
SL28472,2023-04-04,2022-05-13,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, A액정 , 김민지 
SL28473,2023-05-23,2022-10-28,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2023,SMPS Pcb Board, A테크 , 이수현 
SL28474,2022-10-22,2022-02-18,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, A테크 , 김민지 
SL28475,2021-09-14,2020-11-22,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2020,2021,액정 Ass'y, A액정 , 김민지 
SL28476,2022-01-13,2020-11-11,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2022,액정 Ass'y, A액정 , 김민지 
SL28477,2022-08-24,2021-06-05,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 김민지 
SL28478,2021-06-09,2021-06-02,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL28479,2021-11-11,2021-04-25,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, C커버 , 김민지 
SL28480,2022-08-11,2021-09-05,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL28481,2022-04-09,2022-03-15,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL28482,2022-11-07,2021-09-16,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28483,2022-07-23,2021-10-28,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL28484,2021-09-24,2021-07-31,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 이수현 
SL28485,2022-02-20,2021-03-10,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022,Fuse, A상사 , 김민지 
SL28486,2022-09-27,2022-09-16,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL28487,2022-07-25,2022-01-20,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL28488,2023-01-28,2021-11-21,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2023,Fuse, A상사 , 김민지 
SL28489,2022-08-17,2021-06-11,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 김민지 
SL28490,2022-05-13,2022-04-30,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL28491,2022-08-18,2022-08-12,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 이수현 
SL28492,2022-08-09,2022-07-22,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL28493,2022-05-02,2021-04-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 이수현 
SL28494,2022-01-05,2021-12-11,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 김민지 
SL28495,2021-11-07,2021-07-06,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, B텍 , 이수현 
SL28496,2023-04-10,2022-04-06,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2022,2023,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL28497,2022-11-18,2022-05-08,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, B통신 , 이수현 
SL28498,2022-01-02,2021-09-06,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, B텍 , 김민지 
SL28499,2022-02-18,2021-01-03,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL28500,2021-10-23,2021-10-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, C커버 , 이수현 
SL28501,2023-02-06,2021-11-29,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2023,케이스, A케이스 , 이수현 
SL28502,2021-06-02,2020-08-22,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL28503,2021-06-17,2021-06-03,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, A테크 , 이수현 
SL28504,2022-10-17,2021-11-20,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, A액정 , 이수현 
SL28505,2023-02-27,2022-07-30,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, B패널 , 이수현 
SL28506,2021-08-18,2021-05-26,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021,Battery, A리튬 , 김민지 
SL28507,2022-08-06,2021-09-17,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2021,2022,Battery, A리튬 , 이수현 
SL28508,2023-01-12,2023-01-01,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, B패널 , 김민지 
SL28509,2023-04-04,2022-03-30,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, B패널 , 김민지 
SL28510,2022-03-31,2022-03-27,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL28511,2022-12-20,2022-07-25,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, B패널 , 이수현 
SL28512,2022-07-01,2022-01-22,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, B텍 , 이수현 
SL28513,2021-11-06,2021-10-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 이수현 
SL28514,2022-09-05,2022-03-15,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, B텍 , 김민지 
SL28515,2022-10-23,2021-12-12,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL28516,2021-05-14,2020-02-04,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL28517,2022-09-06,2021-09-03,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL28518,2021-07-01,2021-06-10,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL28519,2021-11-05,2021-09-28,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL28520,2022-12-14,2022-10-20,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 이수현 
SL28521,2021-11-05,2020-07-23,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2020,2021,Battery, C파워 , 김민지 
SL28522,2021-10-02,2021-09-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, C커버 , 이수현 
SL28523,2022-01-27,2020-11-12,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2022,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL28524,2022-04-25,2022-04-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL28525,2022-06-05,2022-02-27,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, B사출 , 김민지 
SL28526,2021-12-21,2021-02-03,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, B사출 , 이수현 
SL28527,2022-03-14,2021-11-06,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, A액정 , 김민지 
SL28528,2022-09-07,2022-01-06,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28529,2021-10-30,2020-09-21,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, C코닝 , 김민지 
SL28530,2021-10-13,2021-04-18,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2021,SMPS Pcb Board, C테크놀러지 , 김민지 
SL28531,2021-09-16,2021-09-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL28532,2022-02-12,2022-02-04,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL28533,2022-05-27,2021-10-07,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, A액정 , 김민지 
SL28534,2021-10-07,2021-09-12,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 김민지 
SL28535,2022-06-11,2022-05-05,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, B텍 , 이수현 
SL28536,2023-02-05,2022-10-07,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, B패널 , 이수현 
SL28537,2023-02-13,2021-12-22,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2023,케이스, A케이스 , 김민지 
SL28538,2023-05-27,2023-04-03,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2023,2023,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28539,2022-03-15,2020-12-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2022,케이스, C커버 , 김민지 
SL28540,2021-11-11,2021-11-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL28541,2022-08-03,2022-06-02,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL28542,2021-11-23,2021-10-29,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL28543,2022-05-22,2021-05-17,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL28544,2023-03-22,2023-02-13,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2023,2023,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL28545,2022-07-23,2022-06-29,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 이수현 
SL28546,2023-04-01,2022-11-20,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, B텍 , 김민지 
SL28547,2022-06-14,2021-09-11,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 김민지 
SL28548,2022-07-28,2022-07-18,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 이수현 
SL28549,2022-05-17,2021-12-12,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL28550,2022-02-19,2021-05-26,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 이수현 
SL28551,2023-04-09,2022-03-05,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023,MAIN Pcb Board, A테크 , 이수현 
SL28552,2022-05-29,2021-09-05,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2022,컨넥터 Ass'y, B통신 , 김민지 
SL28553,2023-03-14,2022-12-13,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2023,Fuse, B파츠 , 김민지 
SL28554,2022-12-17,2022-05-08,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, C파워 , 이수현 
SL28555,2021-11-29,2021-11-18,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 이수현 
SL28556,2023-04-01,2023-01-06,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL28557,2022-09-26,2022-09-08,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL28558,2021-05-30,2021-05-06,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 이수현 
