접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
SL29943,2021-07-26,2021-07-18,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL29944,2021-12-21,2021-11-22,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL29945,2022-01-17,2021-11-17,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL29946,2021-06-04,2021-05-18,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL29947,2022-10-24,2022-01-03,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL29948,2022-01-28,2021-06-29,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL29949,2022-11-23,2022-03-03,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL29950,2022-11-26,2022-10-27,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29951,2022-06-28,2022-06-04,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29952,2022-04-05,2021-03-18,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL29953,2021-08-12,2021-07-24,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29954,2023-02-17,2022-03-26,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL29955,2022-01-11,2021-02-05,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL29956,2023-01-03,2022-12-14,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29957,2022-02-08,2020-12-08,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL29958,2021-10-01,2020-07-28,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL29959,2023-03-31,2022-07-26,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL29960,2021-07-15,2020-05-22,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL29961,2021-12-29,2021-12-14,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29962,2022-12-01,2022-11-16,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29963,2021-07-12,2021-07-06,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL29964,2022-03-10,2021-10-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL29965,2022-08-15,2022-08-09,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29966,2021-08-28,2021-07-30,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL29967,2022-01-22,2021-09-03,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL29968,2022-07-15,2021-06-03,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL29969,2022-10-08,2022-01-11,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL29970,2022-04-23,2021-11-24,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL29971,2022-11-27,2021-11-08,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL29972,2021-08-06,2021-05-01,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL29973,2023-05-13,2022-02-19,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL29974,2023-03-15,2022-04-24,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL29975,2023-03-17,2021-11-22,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL29976,2023-05-09,2022-01-29,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL29977,2021-10-15,2021-04-27,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL29978,2021-09-12,2020-10-13,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL29979,2021-09-24,2021-08-29,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29980,2022-01-13,2021-04-26,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL29981,2022-11-19,2022-06-06,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL29982,2022-08-01,2022-07-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29983,2022-05-06,2022-04-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29984,2022-03-05,2021-06-24,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL29985,2021-12-29,2021-09-14,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL29986,2022-05-30,2022-05-22,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL29987,2023-01-19,2022-10-29,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL29988,2023-03-11,2021-12-11,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL29989,2022-05-19,2022-04-29,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL29990,2022-05-31,2022-05-01,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL29991,2021-07-10,2021-06-28,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL29992,2021-08-27,2021-08-01,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL29993,2023-03-15,2021-12-07,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL29994,2023-05-16,2023-01-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL29995,2022-12-23,2022-11-14,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL29996,2021-11-30,2020-08-23,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL29997,2021-07-28,2020-10-13,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL29998,2023-01-26,2021-12-09,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL29999,2022-10-31,2022-10-17,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30000,2022-11-05,2022-10-23,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30001,2022-11-23,2021-12-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30002,2021-09-09,2021-08-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30003,2023-05-18,2022-09-15,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30004,2022-01-07,2020-12-31,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL30005,2021-07-01,2020-11-13,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL30006,2021-12-11,2021-03-15,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30007,2022-12-22,2022-11-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30008,2023-05-09,2022-09-25,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30009,2022-05-27,2021-09-12,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL30010,2022-03-04,2022-02-24,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30011,2022-09-17,2021-12-20,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30012,2023-02-01,2021-12-24,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL30013,2021-12-24,2021-11-29,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30014,2022-12-02,2022-08-16,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL30015,2022-10-19,2022-10-13,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30016,2022-10-18,2022-10-16,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30017,2021-12-20,2021-11-21,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30018,2023-03-30,2022-04-12,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30019,2023-03-06,2023-02-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30020,2022-04-17,2021-06-17,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30021,2022-04-13,2022-04-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30022,2023-04-04,2023-01-28,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL30023,2021-06-05,2020-05-14,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL30024,2021-11-25,2020-09-06,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL30025,2022-01-08,2021-12-10,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL30026,2022-06-11,2022-05-14,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30027,2022-07-13,2021-05-31,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
SL30028,2021-11-04,2021-09-28,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30029,2022-05-26,2021-06-25,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL30030,2021-11-20,2021-01-12,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL30031,2022-06-25,2022-01-12,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL30032,2022-06-26,2021-04-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30033,2021-05-08,2021-05-03,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30034,2023-03-29,2023-03-07,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30035,2022-06-07,2022-05-24,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30036,2022-05-06,2021-03-18,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30037,2023-04-23,2023-04-12,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30038,2022-11-30,2022-08-22,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL30039,2022-12-04,2022-03-04,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL30040,2023-02-17,2022-10-21,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30041,2023-05-27,2023-05-24,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30042,2022-08-16,2022-02-23,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30043,2021-06-13,2021-05-02,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL30044,2021-07-12,2020-12-24,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL30045,2023-05-18,2023-04-24,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30046,2021-09-25,2021-09-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30047,2021-10-29,2020-08-28,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL30048,2021-06-15,2020-12-10,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30049,2021-07-02,2020-09-23,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30050,2023-05-20,2022-10-23,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL30051,2021-06-29,2021-06-24,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30052,2021-05-31,2021-05-22,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30053,2022-04-02,2021-02-22,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL30054,2021-07-02,2020-04-26,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL30055,2022-02-19,2022-01-22,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30056,2022-04-25,2022-03-25,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL30057,2022-02-14,2021-08-13,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL30058,2023-02-15,2022-05-27,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL30059,2022-05-12,2021-11-15,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30060,2023-02-05,2022-12-12,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL30061,2021-10-12,2020-11-01,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30062,2022-02-15,2021-03-29,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30063,2022-09-27,2022-09-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30064,2023-03-23,2021-12-22,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL30065,2022-06-01,2021-06-27,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30066,2022-04-25,2021-06-03,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30067,2022-01-17,2021-12-03,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30068,2022-10-11,2022-08-21,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30069,2022-12-31,2022-12-22,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30070,2022-05-22,2022-04-08,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30071,2021-06-25,2020-04-14,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL30072,2022-01-27,2020-10-14,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30073,2021-12-17,2021-03-15,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL30074,2022-12-11,2022-11-19,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30075,2023-03-18,2022-01-21,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL30076,2022-10-08,2021-10-27,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL30077,2021-06-20,2020-04-12,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL30078,2021-09-11,2021-07-31,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL30079,2022-07-26,2022-03-06,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL30080,2022-05-19,2021-03-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30081,2022-10-28,2022-02-12,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30082,2022-06-05,2021-09-25,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30083,2021-05-09,2020-09-25,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30084,2022-12-28,2022-12-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30085,2021-09-12,2021-07-20,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL30086,2021-07-24,2021-07-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30087,2023-04-26,2022-06-07,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30088,2021-08-13,2020-10-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30089,2022-11-05,2021-09-28,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL30090,2022-03-09,2021-11-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30091,2022-01-13,2021-04-03,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL30092,2022-07-12,2021-11-29,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL30093,2022-09-08,2021-10-05,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30094,2022-02-16,2021-07-17,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30095,2023-05-27,2022-06-20,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL30096,2022-12-30,2022-06-24,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30097,2022-06-16,2021-03-03,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL30098,2021-11-21,2020-11-09,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30099,2023-03-10,2023-02-15,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30100,2022-06-20,2022-01-26,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30101,2021-10-14,2021-06-16,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30102,2022-06-01,2022-05-11,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30103,2021-08-09,2021-03-31,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30104,2022-03-21,2021-08-25,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL30105,2023-04-12,2023-04-01,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30106,2022-06-23,2022-05-07,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30107,2022-08-09,2022-07-21,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL30108,2021-11-05,2020-08-17,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30109,2021-05-30,2021-05-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30110,2021-09-17,2021-07-25,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30111,2022-12-10,2021-10-25,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL30112,2021-10-04,2021-01-20,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30113,2021-06-28,2020-09-22,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL30114,2022-08-27,2022-05-24,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30115,2021-12-22,2021-01-01,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30116,2021-08-04,2020-11-05,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30117,2023-02-28,2022-07-22,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30118,2023-03-23,2022-04-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30119,2022-01-30,2022-01-13,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30120,2021-07-10,2020-06-15,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30121,2023-05-06,2023-05-04,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30122,2022-07-07,2021-03-23,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL30123,2023-05-28,2023-05-13,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL30124,2022-10-29,2021-12-15,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30125,2023-05-31,2022-03-14,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL30126,2023-03-10,2022-05-27,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30127,2023-04-05,2022-12-30,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL30128,2023-05-02,2023-04-18,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL30129,2023-04-10,2022-03-05,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL30130,2021-11-26,2021-02-10,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30131,2022-08-09,2022-06-05,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30132,2022-06-02,2021-09-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30133,2023-03-27,2021-12-10,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL30134,2022-01-05,2021-08-12,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30135,2022-07-17,2021-05-19,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30136,2021-12-09,2021-11-30,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30137,2021-12-12,2021-06-20,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30138,2022-12-25,2022-04-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30139,2021-06-19,2020-09-25,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL30140,2021-08-14,2021-05-03,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL30141,2022-02-03,2021-08-20,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL30142,2023-05-19,2022-10-01,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30143,2021-09-03,2020-10-31,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30144,2021-09-28,2020-07-07,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL30145,2021-12-01,2020-12-27,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30146,2021-06-15,2020-05-19,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30147,2023-03-08,2021-11-24,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30148,2022-03-04,2021-07-31,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL30149,2022-02-20,2020-12-14,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL30150,2021-08-01,2021-07-11,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30151,2022-03-03,2021-07-08,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30152,2022-10-18,2021-07-17,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30153,2021-08-02,2020-07-01,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL30154,2021-05-31,2020-05-15,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL30155,2022-06-09,2022-05-31,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30156,2023-02-12,2023-01-30,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL30157,2023-03-13,2022-12-04,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30158,2022-06-12,2021-05-08,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL30159,2022-05-10,2022-05-01,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL30160,2022-01-24,2021-03-30,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL30161,2021-06-18,2020-11-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30162,2021-06-21,2021-03-08,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30163,2023-05-09,2023-03-25,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30164,2022-10-11,2022-06-22,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL30165,2023-03-03,2022-11-16,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL30166,2022-03-03,2021-06-11,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL30167,2022-06-21,2022-03-03,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL30168,2021-06-12,2020-11-21,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
