,접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부,제조년,접수년
7296,SL28856,2022-02-09,2021-01-18,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
7297,SL28857,2023-04-18,2022-02-25,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023
7298,SL28858,2021-07-29,2020-07-04,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
7299,SL28859,2022-10-31,2022-10-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7300,SL28860,2022-03-07,2022-02-27,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7301,SL28861,2022-10-18,2022-10-07,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7302,SL28862,2022-07-04,2022-04-27,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
7303,SL28863,2023-02-13,2022-10-04,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023
7304,SL28864,2021-06-24,2020-11-17,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2020,2021
7305,SL28865,2022-05-30,2021-08-14,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2022
7306,SL28866,2022-02-21,2021-11-30,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022
7307,SL28867,2022-09-04,2022-03-16,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
7308,SL28868,2023-01-08,2022-09-09,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2023
7309,SL28869,2022-10-02,2022-02-09,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2022
7310,SL28870,2021-06-22,2021-02-03,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
7311,SL28871,2022-03-09,2022-03-06,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7312,SL28872,2022-01-04,2021-12-06,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022
7313,SL28873,2022-08-30,2021-08-15,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
7314,SL28874,2023-02-16,2023-02-13,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
7315,SL28875,2021-12-24,2021-03-26,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
7316,SL28876,2022-12-24,2022-12-03,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7317,SL28877,2021-10-29,2020-08-13,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
7318,SL28878,2021-12-16,2020-11-07,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2020,2021
7319,SL28879,2021-05-13,2021-04-29,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7320,SL28880,2022-03-19,2020-12-04,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2022
7321,SL28881,2021-08-08,2021-03-05,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2021
7322,SL28882,2022-12-29,2022-03-16,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
7323,SL28883,2023-03-26,2022-05-14,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
7324,SL28884,2022-03-09,2022-03-04,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7325,SL28885,2022-02-02,2021-01-16,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7326,SL28886,2022-10-14,2022-01-10,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022
7327,SL28887,2022-12-25,2022-06-07,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
7328,SL28888,2021-12-16,2021-03-27,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
7329,SL28889,2022-05-09,2021-11-21,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2022
7330,SL28890,2023-02-01,2023-01-21,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2023,2023
7331,SL28891,2023-02-08,2022-04-09,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2022,2023
7332,SL28892,2021-05-19,2020-05-01,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021
7333,SL28893,2022-12-11,2022-10-18,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
7334,SL28894,2021-12-20,2021-11-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7335,SL28895,2023-01-22,2022-03-17,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
7336,SL28896,2021-12-13,2020-09-25,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
7337,SL28897,2021-06-14,2020-08-12,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2020,2021
7338,SL28898,2023-03-28,2023-03-01,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
7339,SL28899,2021-08-16,2021-05-20,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
7340,SL28900,2022-04-18,2022-04-12,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7341,SL28901,2021-12-03,2020-10-23,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021
7342,SL28902,2022-06-24,2022-06-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7343,SL28903,2023-05-18,2023-02-02,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2023,2023
7344,SL28904,2022-10-01,2022-01-02,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2022
7345,SL28905,2022-05-08,2021-03-16,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022
7346,SL28906,2021-05-18,2021-05-02,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7347,SL28907,2023-03-13,2022-10-23,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
7348,SL28908,2022-01-19,2022-01-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7349,SL28909,2022-09-19,2022-08-22,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7350,SL28910,2022-07-10,2022-04-30,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2022
7351,SL28911,2022-01-20,2021-12-25,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022
7352,SL28912,2021-12-02,2021-06-23,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
7353,SL28913,2022-08-13,2022-07-23,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022
7354,SL28914,2021-05-07,2020-03-28,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
7355,SL28915,2021-09-28,2021-04-28,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
7356,SL28916,2021-07-14,2021-07-12,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
7357,SL28917,2022-06-18,2022-05-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7358,SL28918,2021-08-23,2020-05-04,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
7359,SL28919,2021-12-13,2021-05-24,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
7360,SL28920,2021-10-25,2021-10-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
7361,SL28921,2022-03-20,2021-05-22,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
7362,SL28922,2022-10-04,2022-09-21,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7363,SL28923,2022-04-29,2022-04-25,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7364,SL28924,2021-10-22,2021-01-21,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
7365,SL28925,2022-07-07,2021-11-13,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2022
7366,SL28926,2021-06-18,2020-05-23,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2020,2021
7367,SL28927,2022-01-05,2021-05-08,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022
7368,SL28928,2022-05-03,2021-01-15,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
7369,SL28929,2022-09-30,2022-02-10,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7370,SL28930,2022-10-18,2022-07-14,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
7371,SL28931,2021-12-04,2021-08-16,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2021
7372,SL28932,2022-07-01,2021-06-01,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022
7373,SL28933,2023-03-28,2022-02-09,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2022,2023
7374,SL28934,2023-02-07,2023-02-03,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
7375,SL28935,2022-07-10,2022-02-21,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
7376,SL28936,2021-06-19,2021-05-27,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7377,SL28937,2022-12-13,2022-11-23,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
7378,SL28938,2022-01-06,2020-11-10,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2022
7379,SL28939,2022-06-21,2022-05-15,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
7380,SL28940,2022-09-04,2021-07-06,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022
7381,SL28941,2022-01-01,2021-01-01,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7382,SL28942,2022-03-17,2022-02-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7383,SL28943,2022-11-05,2022-10-31,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7384,SL28944,2022-07-27,2021-10-03,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2022
7385,SL28945,2021-12-21,2021-06-16,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
7386,SL28946,2022-10-22,2022-08-15,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
7387,SL28947,2022-07-04,2022-03-24,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
7388,SL28948,2021-06-10,2020-07-26,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
7389,SL28949,2022-03-22,2022-01-29,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
7390,SL28950,2021-12-23,2020-12-15,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2021
7391,SL28951,2021-08-03,2020-07-24,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2020,2021
7392,SL28952,2022-03-22,2021-05-27,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7393,SL28953,2022-06-10,2022-05-01,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
7394,SL28954,2022-10-21,2022-04-11,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022
7395,SL28955,2022-04-10,2021-10-06,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2022
7396,SL28956,2022-10-17,2022-07-20,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
7397,SL28957,2021-05-09,2021-04-12,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
7398,SL28958,2022-05-09,2021-07-13,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022
7399,SL28959,2022-08-17,2021-07-10,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
7400,SL28960,2021-11-09,2020-09-10,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
7401,SL28961,2022-07-16,2022-03-31,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
7402,SL28962,2021-07-23,2020-11-28,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2020,2021
7403,SL28963,2022-11-03,2021-10-12,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022
7404,SL28964,2023-04-19,2023-04-09,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
7405,SL28965,2023-05-04,2023-04-04,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
7406,SL28966,2022-06-03,2022-05-27,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7407,SL28967,2023-02-23,2022-08-20,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023
7408,SL28968,2023-03-01,2023-02-26,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
7409,SL28969,2022-11-29,2021-10-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7410,SL28970,2022-05-07,2021-10-20,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
7411,SL28971,2021-06-17,2021-05-27,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7412,SL28972,2022-07-30,2022-07-20,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7413,SL28973,2021-05-22,2020-05-29,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2020,2021
7414,SL28974,2021-11-13,2020-07-22,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021
7415,SL28975,2022-09-29,2021-11-19,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7416,SL28976,2022-02-14,2021-01-24,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7417,SL28977,2021-07-26,2021-07-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7418,SL28978,2021-06-07,2021-05-06,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021
7419,SL28979,2022-07-09,2021-08-18,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7420,SL28980,2023-03-26,2022-09-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
7421,SL28981,2022-03-09,2021-02-24,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7422,SL28982,2022-02-28,2020-12-13,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2022
7423,SL28983,2021-10-01,2021-06-24,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
7424,SL28984,2021-06-16,2020-06-11,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
7425,SL28985,2021-05-06,2020-02-04,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
7426,SL28986,2021-11-30,2021-09-11,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
7427,SL28987,2023-02-17,2023-01-31,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
7428,SL28988,2022-06-20,2021-09-26,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022
7429,SL28989,2022-02-18,2021-08-06,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022
7430,SL28990,2021-07-05,2020-05-26,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021
7431,SL28991,2021-10-21,2021-08-08,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021
7432,SL28992,2021-11-06,2021-07-03,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021
7433,SL28993,2022-08-28,2022-08-13,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7434,SL28994,2022-04-07,2022-02-14,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022
7435,SL28995,2022-10-13,2022-09-23,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7436,SL28996,2021-09-10,2021-03-24,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
7437,SL28997,2023-05-22,2022-10-06,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
7438,SL28998,2021-11-10,2021-05-02,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021
7439,SL28999,2022-07-27,2022-03-11,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7440,SL29000,2023-05-10,2022-04-19,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023
7441,SL29001,2023-02-20,2022-03-01,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
7442,SL29002,2022-02-14,2022-01-19,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7443,SL29003,2022-10-19,2022-04-25,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022
7444,SL29004,2021-10-14,2021-02-27,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2021
7445,SL29005,2022-05-09,2022-04-17,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7446,SL29006,2021-09-26,2021-09-17,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7447,SL29007,2023-01-31,2023-01-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
7448,SL29008,2021-11-04,2020-08-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
7449,SL29009,2022-07-31,2021-05-23,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022
7450,SL29010,2022-05-03,2022-03-14,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2022,2022
7451,SL29011,2021-07-15,2020-09-18,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2020,2021
7452,SL29012,2021-05-22,2020-07-28,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
7453,SL29013,2022-03-24,2020-12-13,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2020,2022
7454,SL29014,2022-11-06,2022-10-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7455,SL29015,2023-02-15,2023-01-09,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2023,2023
7456,SL29016,2021-05-29,2021-05-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
7457,SL29017,2022-06-22,2022-06-12,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022
7458,SL29018,2021-08-25,2021-08-11,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7459,SL29019,2021-11-02,2021-08-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
7460,SL29020,2022-05-26,2021-05-15,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7461,SL29021,2021-10-22,2021-08-21,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2021
7462,SL29022,2021-12-13,2021-04-18,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2021
7463,SL29023,2021-07-06,2021-06-30,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
7464,SL29024,2022-07-22,2022-07-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
7465,SL29025,2022-09-11,2021-08-02,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7466,SL29026,2023-04-04,2022-11-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2022,2023
7467,SL29027,2022-11-15,2022-01-30,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
7468,SL29028,2022-02-20,2021-11-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
7469,SL29029,2022-11-03,2022-10-23,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7470,SL29030,2022-07-24,2022-02-13,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
7471,SL29031,2021-06-11,2021-03-13,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
7472,SL29032,2021-07-19,2021-07-05,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
7473,SL29033,2022-05-16,2021-05-02,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7474,SL29034,2022-10-03,2022-06-02,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
7475,SL29035,2021-08-15,2020-08-31,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021
7476,SL29036,2022-08-14,2022-07-29,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2022
7477,SL29037,2021-08-03,2020-06-09,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2020,2021
7478,SL29038,2021-12-05,2021-10-13,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021
7479,SL29039,2021-09-28,2021-03-08,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
7480,SL29040,2021-12-21,2020-10-21,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2020,2021
7481,SL29041,2022-07-16,2021-05-05,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
7482,SL29042,2023-01-23,2021-10-13,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2023
7483,SL29043,2022-03-28,2021-03-17,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7484,SL29044,2022-05-23,2021-08-18,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2022
7485,SL29045,2021-05-10,2020-07-22,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2020,2021
7486,SL29046,2021-08-22,2020-07-06,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2020,2021
7487,SL29047,2022-09-28,2021-11-22,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7488,SL29048,2023-04-28,2023-03-30,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
7489,SL29049,2023-04-20,2022-09-22,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2023
7490,SL29050,2021-09-08,2021-08-18,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
7491,SL29051,2022-03-29,2022-03-08,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
7492,SL29052,2022-07-26,2022-04-23,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
7493,SL29053,2022-05-03,2021-04-11,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
7494,SL29054,2021-09-15,2020-12-22,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021
7495,SL29055,2021-05-23,2021-05-03,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
